,GLD,GDX,positions,num_shares_GLD,num_shares_GDX,cash,holdings,total_asset,transaction_costs,pnl,cumulative_pnl,returns
2024-09-18 14:27:00,239.76,40.83,0,0.0,0.0,99942.41354937872,0.0,99942.41354937872,0.0,0.0,-57.58645062128198,0.0
2024-09-18 14:28:00,239.85,40.86,0,0.0,0.0,99942.41354937872,0.0,99942.41354937872,0.0,0.0,-57.58645062128198,0.0
2024-09-18 14:29:00,239.8,40.84,0,0.0,0.0,99942.41354937872,0.0,99942.41354937872,0.0,0.0,-57.58645062128198,0.0
2024-09-18 14:30:00,239.9,40.84,0,0.0,0.0,99942.41354937872,0.0,99942.41354937872,0.0,0.0,-57.58645062128198,0.0
2024-09-18 14:31:00,240.0,40.85,-1,-208.21336156120566,875.3088096044213,114157.25545172747,-14214.841902348751,99942.41354937872,0.0,0.0,-57.58645062128198,0.0
2024-09-18 14:32:00,240.04,40.95,0,0.0,0.0,100021.61589587672,0.0,100021.61589587672,0.0,79.20234649800113,21.61589587671915,0.0007924798259837385
2024-09-18 14:33:00,240.23,40.98,-1,-208.1788617072737,873.2235497841009,114247.72277366262,-14226.106877785911,100021.61589587672,0.0,0.0,21.61589587671915,0.0
2024-09-18 14:34:00,240.22,40.91,-1,-208.1788617072737,873.2235497841009,114247.72277366262,-14285.150737653727,99962.5720360089,0.0,-59.04385986781563,-37.427963991096476,-0.000590310997667598
2024-09-18 14:35:00,239.74,40.72,0,0.0,0.0,99896.58541516941,0.0,99896.58541516941,0.0,-65.98662083949603,-103.4145848305925,-0.0006601132753539796
2024-09-18 14:36:00,239.28,40.57,1,208.74411863751547,-880.945746996107,85688.26166321676,14208.323751952645,99896.58541516941,0.0,0.0,-103.4145848305925,0.0
2024-09-18 14:37:00,239.39,40.72,1,208.74411863751547,-880.945746996107,85688.26166321676,14099.143742953354,99787.40540617012,0.0,-109.1800089992903,-212.5945938298828,-0.0010929303393658607
2024-09-18 14:38:00,239.7,40.79,0,0.0,0.0,99790.44988065801,0.0,99790.44988065801,0.0,3.0444744878914207,-209.55011934199138,3.050960665329505e-05
2024-09-18 14:39:00,239.38,40.68,1,208.43522825770324,-877.6302084533507,85597.22182021131,14193.228060446694,99790.44988065801,0.0,0.0,-209.55011934199138,0.0
2024-09-18 14:40:00,239.27,40.61,1,208.43522825770324,-877.6302084533507,85597.22182021131,14231.734299930082,99828.9561201414,0.0,38.50623948339489,-171.04387985859648,0.0003858709879496214
2024-09-18 14:41:00,239.0,40.53,1,208.43522825770324,-877.6302084533507,85597.22182021131,14245.667204976766,99842.88902518808,0.0,13.932905046676751,-157.11097481191973,0.00013956777260015762
2024-09-18 14:42:00,238.82,40.36,0,0.0,0.0,99954.56781953876,0.0,99954.56781953876,0.0,111.6787943506788,-45.43218046124093,0.001118545300932805
2024-09-18 14:43:00,238.78,40.32,0,0.0,0.0,99954.56781953876,0.0,99954.56781953876,0.0,0.0,-45.43218046124093,0.0
2024-09-18 14:44:00,238.46,40.18,1,209.58351048297146,-890.0127750530784,85737.99721140208,14216.570608136688,99954.56781953876,0.0,0.0,-45.43218046124093,0.0
2024-09-18 14:45:00,238.5,40.28,1,209.58351048297146,-890.0127750530784,85737.99721140208,14135.952671050698,99873.94988245278,0.0,-80.61793708597543,-126.05011754721636,-0.0008065458022040728
2024-09-18 14:46:00,238.96,40.44,0,0.0,0.0,99827.95625326646,0.0,99827.95625326646,0.0,-45.99362918632687,-172.04374673354323,-0.00046051677379799205
2024-09-18 14:47:00,238.67,40.3,0,0.0,0.0,99827.95625326646,0.0,99827.95625326646,0.0,0.0,-172.04374673354323,0.0
2024-09-18 14:48:00,238.71,40.32,0,0.0,0.0,99827.95625326646,0.0,99827.95625326646,0.0,0.0,-172.04374673354323,0.0
2024-09-18 14:49:00,238.45,40.26,1,209.3268111831966,-887.1191138261961,85629.39364927588,14198.562603990576,99827.95625326646,0.0,0.0,-172.04374673354323,0.0
2024-09-18 14:50:00,237.98,40.14,1,209.3268111831966,-887.1191138261961,85629.39364927588,14206.633296393615,99836.0269456695,0.0,8.070692403038265,-163.97305433050497,8.084601454294571e-05
2024-09-18 14:51:00,238.31,40.2,0,0.0,0.0,99851.87764653038,0.0,99851.87764653038,0.0,15.850700860886718,-148.12235346961825,0.00015876734427244799
2024-09-18 14:52:00,238.66,40.33,0,0.0,0.0,99851.87764653038,0.0,99851.87764653038,0.0,0.0,-148.12235346961825,0.0
2024-09-18 14:53:00,238.78,40.37,0,0.0,0.0,99851.87764653038,0.0,99851.87764653038,0.0,0.0,-148.12235346961825,0.0
2024-09-18 14:54:00,238.62,40.32,0,0.0,0.0,99851.87764653038,0.0,99851.87764653038,0.0,0.0,-148.12235346961825,0.0
2024-09-18 14:55:00,238.91,40.39,-1,-208.97383459572723,884.4757086345662,114053.84259804545,-14201.96495151506,99851.8776465304,0.0,1.4551915228366852e-11,-148.1223534696037,2.220446049250313e-16
2024-09-18 14:56:00,238.92,40.46,0,0.0,0.0,99911.70120778886,0.0,99911.70120778886,0.0,59.823561258468544,-88.29879221113515,0.000599123047743122
2024-09-18 14:57:00,238.84,40.41,0,0.0,0.0,99911.70120778886,0.0,99911.70120778886,0.0,0.0,-88.29879221113515,0.0
2024-09-18 14:58:00,238.4,40.17,0,0.0,0.0,99911.70120778886,0.0,99911.70120778886,0.0,0.0,-88.29879221113515,0.0
2024-09-18 14:59:00,238.02,40.08,1,209.88089489914475,-891.8507217528362,85701.2275317481,14210.473676040761,99911.70120778886,0.0,0.0,-88.29879221113515,0.0
2024-09-18 15:00:00,237.86,39.9,1,209.88089489914475,-891.8507217528362,85701.2275317481,14337.425862772412,100038.65339452052,0.0,126.95218673165073,38.653394520515576,0.0012706438304721512
2024-09-18 15:01:00,237.08,39.67,1,209.88089489914475,-891.8507217528362,85701.2275317481,14378.84443075423,100080.07196250232,0.0,41.41856798180379,80.07196250231937,0.0004140256448521562
2024-09-18 15:02:00,237.36,39.75,1,209.88089489914475,-891.8507217528362,85701.2275317481,14366.263023585765,100067.49055533386,0.0,-12.5814071684581,67.49055533386127,-0.00012571341048972506
2024-09-18 15:03:00,237.4,39.74,0,0.0,0.0,100084.80429834736,0.0,100084.80429834736,0.0,17.313743013495696,84.80429834735696,0.0001730206575323301
2024-09-18 15:04:00,237.58,39.79,0,0.0,0.0,100084.80429834736,0.0,100084.80429834736,0.0,0.0,84.80429834735696,0.0
2024-09-18 15:05:00,236.89,39.48,1,211.2474234842065,-906.9733526951584,85849.71011357853,14235.09418476883,100084.80429834736,0.0,0.0,84.80429834735696,0.0
2024-09-18 15:06:00,236.87,39.51,1,211.2474234842065,-906.9733526951584,85849.71011357853,14203.66003571829,100053.37014929682,0.0,-31.43414905053214,53.37014929682482,-0.00031407514128545255
2024-09-18 15:07:00,236.5,39.41,1,211.2474234842065,-906.9733526951584,85849.71011357853,14216.195824298651,100065.90593787719,0.0,12.535788580367807,65.90593787719263,0.00012529101780045515
2024-09-18 15:08:00,236.65,39.45,1,211.2474234842065,-906.9733526951584,85849.71011357853,14211.604003713466,100061.314117292,0.0,-4.591820585192181,61.31411729200045,-4.588796295956765e-05
