,GLD,GDX,positions,num_shares_GLD,num_shares_GDX,cash,holdings,total_asset,transaction_costs,pnl,cumulative_pnl,returns
2024-09-25 11:09:00,245.62,41.31,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:10:00,245.67,41.31,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:11:00,245.74,41.34,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:12:00,245.81,41.32,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:13:00,245.73,41.31,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:14:00,245.76,41.33,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:15:00,245.67,41.29,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:16:00,245.7,41.3,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:17:00,245.7,41.31,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:18:00,245.71,41.31,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:19:00,245.68,41.31,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:20:00,245.6,41.31,1,203.5830618892508,-335.11853533018365,63843.74669448989,36156.25330551011,100000.0,0.0,0.0,0.0,0.0
2024-09-25 11:21:00,245.63,41.34,1,203.5830618892508,-335.11853533018365,63843.74669448989,36152.30724130688,99996.05393579678,0.0,-3.9460642032208852,-3.9460642032208852,-3.946064203219635e-05
2024-09-25 11:22:00,245.71,41.37,1,203.5830618892508,-335.11853533018365,63843.74669448989,36158.54033019812,100002.287024688,0.0,6.233088891225634,2.287024688004749,6.23333486262645e-05
2024-09-25 11:23:00,245.64,41.34,1,203.5830618892508,-335.11853533018365,63843.74669448989,36154.343071925774,99998.08976641567,0.0,-4.197258272339241,-1.9102335843344918,-4.1971622822045696e-05
2024-09-25 11:24:00,245.54,41.31,0,0.0,0.0,99987.78501628665,0.0,99987.78501628665,0.0,-10.304750129012973,-12.214983713347465,-0.00010304946977568452
2024-09-25 11:25:00,245.47,41.29,0,0.0,0.0,99987.78501628665,0.0,99987.78501628665,0.0,0.0,-12.214983713347465,0.0
2024-09-25 11:26:00,245.49,41.3,0,0.0,0.0,99987.78501628665,0.0,99987.78501628665,0.0,0.0,-12.214983713347465,0.0
2024-09-25 11:27:00,245.43,41.29,0,0.0,0.0,99987.78501628665,0.0,99987.78501628665,0.0,0.0,-12.214983713347465,0.0
2024-09-25 11:28:00,245.51,41.29,0,0.0,0.0,99987.78501628665,0.0,99987.78501628665,0.0,0.0,-12.214983713347465,0.0
2024-09-25 11:29:00,245.5,41.3,0,0.0,0.0,99987.78501628665,0.0,99987.78501628665,0.0,0.0,-12.214983713347465,0.0
2024-09-25 11:30:00,245.44,41.29,0,0.0,0.0,99987.78501628665,0.0,99987.78501628665,0.0,0.0,-12.214983713347465,0.0
